ID;Дата;Время;Офис ID;Менеджер ID;Группа;Товар ID;Производитель ID;Количество;Сумма;Возврат
9860;17.04.2016;17:44:25;3;9;16;2818;27;1;1538,9;нет
9861;17.04.2016;17:57:25;2;7;15;912;42;1;3542;нет
9862;17.04.2016;18:01:25;2;7;13;2227;25;1;7139;да
9863;17.04.2016;18:06:25;0;2;20;4502;11;1;1089;нет
9864;17.04.2016;18:31:25;3;9;14;3974;22;1;1295,8;нет
9865;17.04.2016;18:44:25;3;9;20;4502;6;1;1089;нет
9866;17.04.2016;18:45:25;2;8;4;3055;1;1;1164,9;нет
9867;17.04.2016;18:52:25;2;8;8;646;0;1;18865;нет
9868;17.04.2016;18:59:25;2;8;9;3622;7;1;1089;нет
9869;17.04.2016;19:08:25;2;7;3;655;13;1;3278;нет
9870;17.04.2016;19:11:25;2;8;13;1220;14;1;10989;нет
9871;17.04.2016;19:29:25;2;8;20;4036;63;1;5498,9;нет
9872;17.04.2016;19:32:25;2;7;9;2548;26;1;5058,9;нет
9873;17.04.2016;20:01:25;2;8;13;4128;6;1;8789;нет
9874;17.04.2016;20:12:25;0;2;17;364;5;2;12122;нет
9875;17.04.2016;20:34:25;3;9;9;2567;0;1;6037,9;нет
9876;17.04.2016;20:35:25;2;8;10;4391;5;2;1188;нет
9877;17.04.2016;20:55:25;2;7;8;1776;6;1;5830;нет
9878;17.04.2016;21:17:25;2;7;10;4280;33;1;1004,3;да
9879;17.04.2016;21:31:25;0;2;11;1420;27;1;15829;нет
9880;17.04.2016;22:07:25;2;8;12;2335;5;1;26389;нет
9881;18.04.2016;09:00:25;0;0;15;4251;42;1;1307,9;нет
9882;18.04.2016;11:47:25;3;9;20;4502;54;1;1089;нет
9883;18.04.2016;12:10:25;2;8;5;3410;53;1;1202,3;нет
9884;18.04.2016;12:16:25;2;8;22;2450;28;1;5020,4;нет
9885;18.04.2016;15:02:25;0;0;5;1743;3;1;3619;нет
9886;18.04.2016;17:16:25;2;7;13;208;25;1;9300,5;нет
9887;18.04.2016;18:10:25;0;0;20;4502;6;1;1089;нет
9888;18.04.2016;18:15:25;2;8;20;4502;6;1;1089;да
9889;18.04.2016;18:35:25;0;0;22;1418;28;1;6765;нет
9890;18.04.2016;19:07:25;2;7;13;4128;5;1;8789;нет
9891;18.04.2016;19:33:25;2;8;17;2276;6;2;120978;нет
9892;18.04.2016;19:35:25;3;9;13;486;5;1;11869;нет
9893;18.04.2016;19:39:25;2;8;21;4216;12;1;10437,9;нет
9894;18.04.2016;19:50:25;2;8;22;4459;28;1;1419;нет
9895;18.04.2016;20:10:25;2;8;20;955;63;1;5388,9;нет
9896;18.04.2016;20:22:25;3;9;10;4248;0;2;2310;нет
9897;18.04.2016;20:30:25;3;9;8;573;0;2;13503,6;нет
9898;18.04.2016;20:45:25;2;8;14;4516;5;1;1252,9;нет
9899;18.04.2016;21:24:25;3;9;14;2013;22;1;1274,9;нет
9900;18.04.2016;21:49:25;0;0;12;1399;5;1;16489;нет
9901;18.04.2016;22:08:25;2;7;14;2013;5;1;1274,9;нет
9902;18.04.2016;22:11:25;3;9;18;4392;5;1;594;нет
9903;18.04.2016;22:22:25;3;9;11;3406;27;1;3289;нет
9904;18.04.2016;22:36:25;3;9;20;4502;63;1;1089;нет
9905;18.04.2016;22:40:25;0;0;15;2189;36;1;3049,2;нет
9906;19.04.2016;08:19:25;2;7;5;4365;42;1;3564;нет
9907;19.04.2016;09:49:25;2;8;13;357;6;1;25949;нет
9908;19.04.2016;10:23:25;2;7;3;2597;37;1;8690;нет
9909;19.04.2016;11:39:25;2;8;10;2464;6;2;11217,8;нет
9910;19.04.2016;12:31:25;2;8;4;3188;27;1;867,9;нет
9911;19.04.2016;12:37:25;2;7;12;372;5;1;8195;нет
9912;19.04.2016;12:46:25;2;8;14;4401;4;1;1375;нет
9913;19.04.2016;14:11:25;2;8;4;2395;11;1;8789;нет
9914;19.04.2016;14:56:25;2;8;22;4459;43;1;1419;нет
9915;19.04.2016;15:55:25;2;8;4;4319;29;1;3848,9;нет
9916;19.04.2016;15:57:25;2;8;9;3849;50;1;2090;да
9917;19.04.2016;16:01:25;3;9;17;364;6;2;12122;нет
9918;19.04.2016;16:38:25;2;6;7;4065;5;2;1628;нет
9919;19.04.2016;16:59:25;2;8;20;4502;63;1;1089;нет
9920;19.04.2016;17:17:25;0;2;7;4339;0;1;1098,9;нет
9921;19.04.2016;17:37:25;2;8;18;4150;25;1;649;нет
9922;19.04.2016;17:41:25;0;0;4;4488;29;1;3237,3;нет
9923;19.04.2016;18:02:25;2;7;18;1576;35;2;17490;нет
9924;19.04.2016;18:44:25;2;8;20;4502;63;1;1089;нет
9925;19.04.2016;19:28:25;1;4;18;1730;9;2;10340;нет
9926;19.04.2016;19:32:25;2;8;7;3932;25;1;647,9;нет
9927;19.04.2016;19:43:25;3;9;8;507;22;2;7257,8;нет
9928;19.04.2016;19:45:25;0;0;5;2641;11;1;7172;нет
9929;19.04.2016;20:38:25;2;8;18;2993;5;1;9773,5;нет
9930;19.04.2016;20:39:25;2;8;10;1234;27;2;15466;нет
9931;19.04.2016;20:40:25;2;8;10;4248;11;1;1155;нет
9932;19.04.2016;20:50:25;3;9;9;2598;23;1;5907;нет
9933;19.04.2016;20:52:25;2;8;10;500;14;1;3628,9;нет
9934;19.04.2016;21:04:25;0;0;20;4502;6;1;1089;нет
9935;19.04.2016;21:26:25;2;8;9;3222;19;1;5610;нет
9936;19.04.2016;21:54:25;2;8;14;3260;6;1;1197,9;нет
9937;19.04.2016;22:01:25;2;7;11;3406;27;1;3289;нет
9938;19.04.2016;22:07:25;2;8;3;1197;5;1;4950;нет
9939;19.04.2016;22:14:25;2;8;17;364;6;1;6061;нет
9940;19.04.2016;22:15:25;2;8;4;1431;7;1;3718;нет
9941;19.04.2016;22:30:25;2;8;8;952;22;2;8360;да
9942;19.04.2016;22:35:25;2;7;3;2116;41;1;3958,9;нет
9943;19.04.2016;22:59:25;2;7;4;4144;48;1;1199;нет
9944;20.04.2016;08:43:25;1;4;19;3880;4;1;1639;да
9945;20.04.2016;09:34:25;0;2;17;364;5;1;6061;нет
9946;20.04.2016;10:08:25;2;8;8;507;10;1;3628,9;да
9947;20.04.2016;10:11:25;3;9;10;3097;5;1;5709;нет
9948;20.04.2016;10:16:25;3;9;13;2227;5;1;7139;нет
9949;20.04.2016;10:19:25;0;2;10;4391;54;2;1188;да
9950;20.04.2016;11:47:25;0;2;20;4502;6;1;1089;нет
9951;20.04.2016;12:00:25;0;2;21;4216;12;1;10437,9;нет
9952;20.04.2016;12:14:25;2;8;9;3890;18;1;1109,9;нет
9953;20.04.2016;13:00:25;3;9;16;3046;37;1;803;нет
9954;20.04.2016;13:31:25;2;8;22;4459;10;1;1419;нет
9955;20.04.2016;13:36:25;2;8;18;3984;9;2;9878;нет
9956;20.04.2016;13:46:25;1;4;3;1872;54;1;4178,9;нет
9957;20.04.2016;14:20:25;0;2;22;2039;10;1;4222,9;нет
9958;20.04.2016;14:30:25;1;4;22;4459;11;1;1419;нет
9959;20.04.2016;14:32:25;3;9;5;3899;10;1;570,9;нет
9960;20.04.2016;14:39:25;2;7;0;2784;6;1;1482,8;нет
9961;20.04.2016;14:44:25;2;8;9;2579;23;1;5764;нет
9962;20.04.2016;14:52:25;2;8;10;4248;28;2;2310;нет
9963;20.04.2016;15:54:25;3;9;10;4248;1;2;2310;нет
9964;20.04.2016;16:13:25;0;2;5;2615;16;1;8789;нет
9965;20.04.2016;16:17:25;3;9;18;4392;14;1;594;нет
9966;20.04.2016;16:32:25;0;2;13;357;14;1;25949;нет
9967;20.04.2016;16:41:25;0;2;20;4502;54;1;1089;нет
9968;20.04.2016;16:57:25;2;7;10;4280;0;1;1004,3;нет
9969;20.04.2016;17:40:25;2;7;22;4459;43;1;1419;нет
9970;20.04.2016;17:47:25;0;2;5;3447;33;1;1651,1;нет
9971;20.04.2016;17:48:25;2;8;16;2818;3;1;1538,9;нет
9972;20.04.2016;18:07:25;2;8;16;2818;27;1;1538,9;нет
9973;20.04.2016;18:08:25;3;9;17;364;5;1;6061;нет
9974;20.04.2016;18:18:25;2;8;18;3073;6;1;594;да
9975;20.04.2016;18:29:25;2;7;3;4402;22;1;1375;нет
9976;20.04.2016;18:33:25;3;9;9;3890;42;1;1109,9;нет
9977;20.04.2016;18:35:25;0;2;4;4073;4;1;1472,9;нет
9978;20.04.2016;18:37:25;0;2;5;2576;16;1;1406,9;нет
9979;20.04.2016;19:14:25;2;8;21;1022;18;1;9094,8;нет
9980;20.04.2016;19:36:25;2;7;5;3129;34;1;4838,9;нет
9981;20.04.2016;19:47:25;0;0;5;4297;4;1;1109,9;нет
9982;20.04.2016;19:48:25;0;2;7;3437;45;2;1823,8;нет
9983;20.04.2016;20:06:25;3;9;22;2450;28;1;5020,4;нет
9984;20.04.2016;20:12:25;2;7;16;3046;5;1;803;нет
9985;20.04.2016;20:22:25;2;8;13;4128;4;1;8789;нет
9986;20.04.2016;21:12:25;3;9;8;1426;11;1;6743;нет
9987;20.04.2016;21:24:25;2;8;16;3046;2;1;803;нет
9988;20.04.2016;21:25:25;0;0;22;4459;11;1;1419;нет
9989;20.04.2016;21:30:25;0;2;9;3045;24;1;924;нет
9990;20.04.2016;21:57:25;0;2;5;3113;33;1;743,6;да
9991;20.04.2016;21:58:25;2;8;4;4434;3;1;911,9;нет
9992;20.04.2016;22:05:25;2;8;13;4128;6;1;8789;нет
9993;20.04.2016;22:07:25;2;8;20;955;6;1;5388,9;нет
9994;20.04.2016;22:18:25;2;8;17;364;6;2;12122;нет
9995;20.04.2016;22:20:25;2;7;11;3406;18;1;3289;нет
9996;20.04.2016;22:49:25;0;2;18;4184;11;2;8778;нет
9997;20.04.2016;22:54:25;2;7;18;3168;53;2;10978;нет
9998;21.04.2016;08:40:25;2;8;13;420;6;1;53856;нет
9999;21.04.2016;10:31:25;2;8;14;1216;6;1;8789;нет
10000;21.04.2016;10:38:25;2;8;7;2602;33;1;1235,3;нет
10001;21.04.2016;10:45:25;2;8;4;1106;21;1;35200;нет
10002;21.04.2016;11:02:25;0;0;16;3700;27;1;1529;нет
10003;21.04.2016;12:01:25;0;2;10;4241;33;2;2059,2;нет
10004;21.04.2016;12:15:25;2;8;2;1010;41;1;7524;нет
10005;21.04.2016;12:20:25;2;7;11;3406;27;1;3289;да
10006;21.04.2016;12:55:25;0;2;8;3223;5;1;5610;нет
10007;21.04.2016;13:10:25;2;7;5;2902;51;1;6820;нет
10008;21.04.2016;13:19:25;2;7;11;1821;27;1;6308,5;нет
10009;21.04.2016;13:35:25;2;8;1;871;23;1;54989;нет
10010;21.04.2016;13:39:25;3;11;4;3942;35;1;1265;нет
10011;21.04.2016;14:05:25;2;8;11;3406;10;1;3289;нет
10012;21.04.2016;14:51:25;0;2;8;292;6;2;17820;нет
10013;21.04.2016;15:55:25;2;8;10;3187;14;1;867,9;нет
10014;21.04.2016;16:09:25;0;2;14;2013;0;1;1274,9;нет
10015;21.04.2016;16:27:25;2;7;7;4027;23;1;2080,1;нет
10016;21.04.2016;16:45:25;0;0;3;4048;16;1;2739;нет
10017;21.04.2016;17:12:25;0;2;18;2421;48;2;14058;да
10018;21.04.2016;17:16:25;3;9;20;1034;11;1;4224;нет
10019;21.04.2016;17:29:25;3;9;20;4502;54;1;1089;нет
10020;21.04.2016;17:34:25;2;7;8;310;0;1;8470;нет
10021;21.04.2016;17:44:25;2;7;1;2060;7;1;8017,9;нет
10022;21.04.2016;17:52:25;2;7;3;2043;22;1;4398,9;нет
10023;21.04.2016;17:55:25;0;2;14;406;22;1;3388;нет
10024;21.04.2016;18:02:25;2;6;20;4036;54;1;5498,9;нет
10025;21.04.2016;18:12:25;2;8;7;3146;36;1;1089;нет
10026;21.04.2016;18:17:25;2;7;12;206;5;1;9300,5;нет
10027;21.04.2016;18:30:25;3;9;22;3687;10;1;4389;нет
10028;21.04.2016;18:50:25;2;7;14;3260;6;1;1197,9;да
10029;21.04.2016;19:26:25;2;8;10;3033;48;2;3938;нет
10030;21.04.2016;19:32:25;2;7;5;1334;42;1;1309;нет
10031;21.04.2016;19:37:25;2;7;18;4119;37;2;4378;да
10032;21.04.2016;19:39:25;2;7;5;4071;15;1;778,8;нет
10033;21.04.2016;19:59:25;0;2;4;3666;23;1;5709;нет
10034;21.04.2016;20:23:25;2;7;3;1802;5;1;12978,9;нет
10035;21.04.2016;20:40:25;0;2;15;4430;37;1;1463;нет
10036;21.04.2016;20:43:25;0;0;8;2238;6;2;10560;нет
10037;21.04.2016;21:08:25;2;7;19;2809;42;1;1054,9;нет
10038;21.04.2016;21:12:25;2;8;8;2238;0;2;10560;нет
10039;21.04.2016;21:17:25;2;7;19;2819;24;1;1859;нет
10040;21.04.2016;21:18:25;3;9;4;4512;26;1;5049;нет
10041;21.04.2016;21:25:25;2;7;2;37;6;1;6589;да
10042;21.04.2016;21:37:25;2;8;19;2985;42;1;7139;нет
10043;21.04.2016;21:46:25;2;8;15;3931;48;1;647,9;нет
10044;21.04.2016;21:48:25;0;2;9;1270;60;1;12430;нет
10045;21.04.2016;21:50:25;2;6;3;3690;25;1;1556,5;нет
10046;21.04.2016;22:00:25;0;2;7;786;22;2;76978;нет
10047;21.04.2016;22:02:25;3;11;20;4502;54;1;1089;нет
10048;21.04.2016;22:25:25;2;7;13;208;14;1;9300,5;нет
10049;21.04.2016;22:41:25;2;7;11;1420;27;1;15829;нет
10050;21.04.2016;22:53:25;3;9;20;1385;63;1;5388,9;нет
10051;21.04.2016;22:55:25;3;9;5;3789;12;1;878,9;нет
10052;21.04.2016;22:59:25;2;7;15;4496;25;1;1089;да
10053;22.04.2016;08:18:25;2;7;8;1426;7;1;6743;нет
10054;22.04.2016;09:15:25;2;8;3;655;19;1;3278;нет
10055;22.04.2016;10:14:25;0;2;13;486;25;1;11869;нет
10056;22.04.2016;10:17:25;0;2;11;3573;1;1;3792,8;нет
10057;22.04.2016;10:29:25;2;8;8;310;5;2;16940;нет
10058;22.04.2016;10:30:25;3;9;16;2707;6;1;4950;нет
10059;22.04.2016;10:40:25;2;7;2;781;41;1;25287,9;нет
10060;22.04.2016;11:10:25;2;8;16;3015;6;1;6209,5;нет
10061;22.04.2016;11:13:25;0;2;10;3187;27;2;1735,8;нет
10062;22.04.2016;11:43:25;2;7;8;952;22;1;4180;нет
10063;22.04.2016;11:53:25;2;8;10;3187;33;1;867,9;нет
10064;22.04.2016;11:54:25;0;0;4;4163;37;1;3718;нет
10065;22.04.2016;12:25:25;3;9;5;4071;3;1;778,8;нет
10066;22.04.2016;12:27:25;2;7;18;511;25;2;57112;нет
10067;22.04.2016;13:02:25;2;8;16;4168;3;1;5339,4;нет
10068;22.04.2016;13:39:25;2;7;10;3587;50;1;3289;нет
10069;22.04.2016;13:49:25;2;8;19;3469;6;1;5756,3;нет
10070;22.04.2016;13:55:25;2;8;10;3084;35;1;3289;нет
10071;22.04.2016;14:52:25;2;8;1;3089;1;1;3529,9;нет
10072;22.04.2016;15:24:25;3;9;9;3622;1;1;1089;нет
10073;22.04.2016;15:35:25;2;8;17;364;5;2;12122;нет
10074;22.04.2016;15:45:25;3;9;16;1133;3;1;4851;нет
10075;22.04.2016;16:31:25;3;9;7;2537;6;2;7367,8;нет
10076;22.04.2016;16:38:25;2;7;18;1576;48;2;17490;нет
10077;22.04.2016;17:00:25;2;8;9;3831;7;1;3676,2;нет
10078;22.04.2016;17:31:25;3;9;14;406;4;1;3388;нет
10079;22.04.2016;17:41:25;0;2;9;997;5;1;12087,9;нет
10080;22.04.2016;18:18:25;0;2;3;2782;12;1;4279;нет
10081;22.04.2016;18:31:25;3;9;16;2818;37;1;1538,9;нет
10082;22.04.2016;18:35:25;2;7;18;3073;53;1;594;нет
10083;22.04.2016;18:44:25;2;7;18;1576;50;1;8745;нет
10084;22.04.2016;18:52:25;2;7;12;372;5;1;8195;нет
10085;22.04.2016;19:02:25;2;7;13;4128;4;1;8789;нет
10086;22.04.2016;19:22:25;0;0;4;1884;6;1;10281,7;нет
10087;22.04.2016;19:27:25;2;7;12;206;5;1;9300,5;нет
10088;22.04.2016;19:50:25;2;7;20;955;63;1;5388,9;нет
10089;22.04.2016;20:00:25;2;8;18;3257;53;1;7148,9;нет
10090;22.04.2016;20:01:25;3;11;10;4104;0;1;2695;нет
10091;22.04.2016;20:19:25;3;9;1;1769;1;1;7469;нет
10092;22.04.2016;20:23:25;3;9;3;1119;9;1;5709;нет
10093;22.04.2016;20:26:25;2;7;16;3046;27;1;803;нет
10094;22.04.2016;20:34:25;2;8;17;364;5;1;6061;нет
10095;22.04.2016;20:35:25;2;7;14;4139;36;1;1041,7;нет
10096;22.04.2016;20:37:25;2;7;17;364;6;2;12122;нет
10097;22.04.2016;20:49:25;0;2;22;2450;10;1;5020,4;нет
10098;22.04.2016;20:54:25;2;7;10;3187;54;2;1735,8;нет
10099;22.04.2016;20:55:25;2;8;8;1776;7;2;11660;нет
10100;22.04.2016;20:56:25;2;7;5;392;7;1;12199;нет
10101;22.04.2016;21:00:25;0;0;13;208;6;1;9300,5;нет
10102;22.04.2016;21:06:25;2;8;4;4551;21;1;4387,9;нет
10103;22.04.2016;21:20:25;2;8;19;1915;11;1;2033,9;нет
10104;22.04.2016;21:25:25;2;7;4;1239;27;1;14839;нет
10105;22.04.2016;21:32:25;1;3;4;4370;39;1;5720;нет
10106;22.04.2016;21:47:25;2;8;20;4036;6;1;5498,9;нет
10107;22.04.2016;21:53:25;0;0;10;4248;5;1;1155;нет
10108;22.04.2016;22:04:25;3;9;12;1399;5;1;16489;нет
10109;22.04.2016;22:07:25;3;9;5;4039;44;1;4728,9;нет
10110;22.04.2016;22:15:25;3;9;14;692;24;1;7029;нет
10111;22.04.2016;22:32:25;0;0;17;364;6;1;6061;нет
10112;22.04.2016;22:33:25;3;9;1;2996;24;1;7907,9;нет
10113;22.04.2016;22:47:25;3;9;20;4502;63;1;1089;нет
10114;22.04.2016;22:51:25;2;7;14;1754;50;1;1240,8;нет
10115;22.04.2016;22:56:25;2;8;14;1347;50;1;3817;нет
10116;23.04.2016;08:05:25;0;0;9;166;24;1;11880;нет
10117;23.04.2016;08:15:25;2;7;7;3192;3;1;1892;нет
10118;23.04.2016;09:18:25;3;9;7;3932;21;2;1295,8;нет
10119;23.04.2016;09:30:25;3;9;22;4125;28;1;7365,6;нет
10120;23.04.2016;09:55:25;2;7;9;2716;50;1;11616;нет
10121;23.04.2016;10:18:25;2;8;15;4251;42;1;1307,9;нет
10122;23.04.2016;10:25:25;2;8;19;3839;0;1;6402;нет
10123;23.04.2016;10:27:25;3;9;7;2558;22;1;869;нет
10124;23.04.2016;10:56:25;2;7;17;2276;6;2;120978;нет
10125;23.04.2016;11:01:25;0;0;7;2611;5;1;1089;нет
10126;23.04.2016;12:03:25;2;8;16;3421;24;1;4279;да
10127;23.04.2016;12:19:25;3;9;13;1220;6;1;10989;да
10128;23.04.2016;12:23:25;3;9;18;1730;25;2;10340;нет
10129;23.04.2016;12:34:25;2;8;5;4147;34;1;1361,8;нет
10130;23.04.2016;12:37:25;0;2;10;4391;14;2;1188;нет
10131;23.04.2016;12:39:25;0;2;21;1022;18;1;9094,8;нет
10132;23.04.2016;12:48:25;2;7;10;3033;5;1;1969;нет
10133;23.04.2016;12:56:25;2;8;13;2227;6;1;7139;нет
10134;23.04.2016;12:59:25;2;7;20;1385;6;1;5388,9;нет
10135;23.04.2016;13:05:25;0;2;6;3050;15;2;2987,6;нет
10136;23.04.2016;13:08:25;2;8;11;1420;10;1;15829;нет
10137;23.04.2016;13:25:25;2;7;3;3593;12;1;979;нет
10138;23.04.2016;13:32:25;2;8;16;2176;6;1;6259;нет
10139;23.04.2016;13:39:25;2;7;14;2574;5;1;1859;нет
10140;23.04.2016;13:50:25;2;8;19;3823;0;1;2519;нет
10141;23.04.2016;13:56:25;0;2;10;4391;6;2;1188;нет
10142;23.04.2016;14:09:25;2;7;14;4139;25;1;1041,7;нет
10143;23.04.2016;14:12:25;2;8;5;3943;5;1;792;нет
10144;23.04.2016;14:14:25;2;8;8;292;6;2;17820;нет
10145;23.04.2016;14:18:25;2;7;22;4459;28;1;1419;нет
10146;23.04.2016;14:19:25;3;9;20;4502;63;1;1089;нет
10147;23.04.2016;14:26:25;2;6;10;500;14;2;7257,8;нет
10148;23.04.2016;14:27:25;2;8;17;364;6;1;6061;нет
10149;23.04.2016;14:39:25;2;7;5;3534;3;1;5652,9;нет
10150;23.04.2016;14:43:25;3;9;11;51;27;1;10274;нет
10151;23.04.2016;14:45:25;0;2;6;1138;0;1;10987,9;нет
10152;23.04.2016;14:53:25;2;8;13;4128;6;1;8789;да
10153;23.04.2016;15:03:25;2;7;16;1887;3;1;5146,9;нет
10154;23.04.2016;15:05:25;2;7;10;3084;0;2;6578;нет
10155;23.04.2016;15:22:25;2;8;20;4036;54;1;5498,9;нет
10156;23.04.2016;15:27:25;2;7;19;4094;4;1;5049;нет
10157;23.04.2016;15:30:25;0;2;8;1426;22;1;6743;нет
10158;23.04.2016;15:33:25;0;2;9;2263;22;1;5707,9;нет
10159;23.04.2016;15:36:25;2;7;5;3047;24;1;803;нет
10160;23.04.2016;15:42:25;2;7;9;1395;60;1;13970;нет
10161;23.04.2016;15:44:25;2;7;10;3187;18;2;1735,8;нет
10162;23.04.2016;15:47:25;0;2;17;364;5;2;12122;нет
10163;23.04.2016;15:53:25;2;7;9;3970;42;1;1100;нет
10164;23.04.2016;15:54:25;2;8;18;503;5;1;4070;нет
10165;23.04.2016;15:58:25;2;8;22;4459;28;1;1419;нет
10166;23.04.2016;16:04:25;2;8;11;1821;43;1;6308,5;нет
10167;23.04.2016;16:17:25;0;2;20;955;6;1;5388,9;нет
10168;23.04.2016;16:39:25;2;8;3;2504;34;1;19910;нет
10169;23.04.2016;16:44:25;2;6;20;4502;63;1;1089;нет
10170;23.04.2016;16:49:25;2;8;10;2963;33;2;4725,6;нет
10171;23.04.2016;16:54:25;2;8;6;3075;45;2;1188;нет
10172;23.04.2016;16:56:25;3;9;17;364;5;1;6061;нет
10173;23.04.2016;17:05:25;2;7;17;364;6;1;6061;нет
10174;23.04.2016;17:12:25;3;9;8;507;6;2;7257,8;нет
10175;23.04.2016;17:13:25;2;8;7;3521;24;2;9532,6;нет
10176;23.04.2016;17:18:25;2;8;5;2140;53;1;1736,9;нет
10177;23.04.2016;17:24:25;2;7;20;4502;63;1;1089;нет
10178;23.04.2016;17:34:25;2;8;20;1034;54;1;4224;нет
10179;23.04.2016;17:38:25;2;7;10;1684;36;1;5995;нет
10180;23.04.2016;17:40:25;2;7;11;51;1;1;10274;нет
10181;23.04.2016;17:50:25;2;8;20;4502;11;1;1089;да
10182;23.04.2016;17:54:25;2;7;12;2025;5;1;19074;нет
10183;23.04.2016;18:01:25;3;9;18;2919;22;1;2902,9;нет
10184;23.04.2016;18:09:25;0;0;22;2450;10;1;5020,4;нет
10185;23.04.2016;18:20:25;2;7;16;4168;24;1;5339,4;нет
10186;23.04.2016;18:25:25;2;7;14;1754;24;1;1240,8;нет
10187;23.04.2016;18:36:25;2;7;3;184;54;1;16093;нет
10188;23.04.2016;18:42:25;2;7;12;206;5;1;9300,5;нет
10189;23.04.2016;18:52:25;1;5;12;372;5;1;8195;нет
10190;23.04.2016;18:57:25;0;2;5;4365;29;1;3564;нет
10191;23.04.2016;19:09:25;0;2;20;4502;63;1;1089;нет
10192;23.04.2016;19:12:25;0;2;16;2875;37;1;3628,9;нет
10193;23.04.2016;19:14:25;2;8;22;3400;11;1;6039;нет
10194;23.04.2016;19:20:25;2;7;20;4502;6;1;1089;нет
10195;23.04.2016;19:27:25;3;9;20;765;54;1;5368;нет
10196;23.04.2016;19:37:25;2;8;20;4502;63;1;1089;нет
10197;23.04.2016;19:44:25;0;0;5;321;22;1;7210,5;нет
10198;23.04.2016;19:47:25;0;2;5;136;6;1;16093;нет
10199;23.04.2016;19:49:25;2;8;4;4282;34;1;911,9;нет
10200;23.04.2016;19:52:25;2;8;8;2238;6;2;10560;нет
10201;23.04.2016;19:54:25;3;9;22;2039;10;1;4222,9;нет
10202;23.04.2016;19:59:25;2;7;10;3187;27;1;867,9;нет
10203;23.04.2016;20:06:25;2;8;18;3133;25;2;11475,2;нет
10204;23.04.2016;21:09:25;0;2;9;1395;5;1;13970;нет
10205;23.04.2016;21:11:25;0;2;16;2875;24;1;3628,9;нет
10206;23.04.2016;21:18:25;2;8;8;573;6;2;13503,6;да
10207;23.04.2016;22:06:25;2;7;8;292;22;2;17820;нет
10208;23.04.2016;22:32:25;2;7;16;2950;27;1;4129,4;нет
10209;24.04.2016;08:32:25;3;11;9;3594;45;1;790,9;нет
10210;24.04.2016;09:16:25;2;8;12;1584;5;1;11977,9;нет
10211;24.04.2016;10:25:25;2;8;4;4249;26;1;987,8;нет
10212;24.04.2016;12:01:25;3;9;16;3540;5;1;6039;нет
10213;24.04.2016;12:05:25;0;0;20;4502;54;1;1089;нет
10214;24.04.2016;12:17:25;3;9;20;4502;54;1;1089;нет
10215;24.04.2016;12:22:25;0;2;19;2809;42;1;1054,9;нет
10216;24.04.2016;12:34:25;0;2;20;4502;54;1;1089;нет
10217;24.04.2016;12:38:25;2;8;3;960;54;1;7258,9;нет
10218;24.04.2016;12:50:25;2;7;22;2039;11;1;4222,9;нет
10219;24.04.2016;13:15:25;0;2;15;3882;50;1;1529;нет
10220;24.04.2016;13:17:25;2;7;20;4502;63;1;1089;нет
10221;24.04.2016;13:24:25;2;8;2;2126;7;1;2187,9;нет
10222;24.04.2016;13:32:25;2;8;9;3831;2;1;3676,2;нет
10223;24.04.2016;13:39:25;2;8;5;2140;23;1;1736,9;нет
10224;24.04.2016;13:58:25;0;2;21;1022;12;1;9094,8;нет
10225;24.04.2016;14:01:25;2;8;17;364;6;1;6061;нет
10226;24.04.2016;14:13:25;2;8;4;3817;23;1;779,9;нет
10227;24.04.2016;14:16:25;3;9;3;2213;27;1;6006;нет
10228;24.04.2016;14:24:25;2;8;12;1584;5;1;11977,9;нет
10229;24.04.2016;14:37:25;0;2;22;4459;43;1;1419;нет
10230;24.04.2016;14:39:25;2;7;8;507;1;2;7257,8;нет
10231;24.04.2016;14:43:25;2;7;14;4516;24;1;1252,9;нет
10232;24.04.2016;15:00:25;2;7;14;4516;50;1;1252,9;нет
10233;24.04.2016;15:04:25;2;8;3;3830;25;1;3676,2;нет
10234;24.04.2016;15:14:25;2;8;8;1426;22;2;13486;нет
10235;24.04.2016;15:16:25;1;4;14;1754;22;1;1240,8;нет
10236;24.04.2016;15:40:25;3;9;9;1308;27;1;4728,9;нет
10237;24.04.2016;15:50:25;2;8;16;3700;5;1;1529;нет
10238;24.04.2016;15:53:25;3;9;10;4241;56;1;1029,6;нет
10239;24.04.2016;15:59:25;2;7;13;4128;6;1;8789;нет
10240;24.04.2016;16:03:25;2;8;13;208;6;1;9300,5;нет
10241;24.04.2016;16:07:25;3;10;9;506;50;1;3628,9;нет
10242;24.04.2016;16:10:25;2;8;20;765;54;1;5368;нет
10243;24.04.2016;16:15:25;2;8;22;3687;28;1;4389;нет
10244;24.04.2016;16:18:25;3;10;22;4459;10;1;1419;нет
10245;24.04.2016;16:46:25;2;7;9;763;5;1;5368;нет
10246;24.04.2016;16:54:25;3;9;8;1776;7;1;5830;нет
10247;24.04.2016;17:33:25;0;2;19;2809;33;1;1054,9;нет
10248;24.04.2016;17:46:25;2;7;19;2985;0;1;7139;нет
10249;24.04.2016;18:11:25;2;7;1;2203;22;1;4101,9;нет
10250;24.04.2016;18:26:25;3;9;17;2276;5;1;60489;нет
10251;24.04.2016;18:27:25;2;8;3;1898;41;1;7579;нет
10252;24.04.2016;18:31:25;2;8;5;993;15;1;2013;нет
